,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew
608,20,RL,6.684506656824126,20.922524500989045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,N,SBrkr,1.0,12.734130107719718,1,1,TA,3,Typ,0,No,Detchd,1948.0,Unf,1.0,10.65390077895301,Fa,TA,N,1.0,1.0,8,2008,WD,Normal,12.734130107719718,1.0,6.859551208605442,1.0,0,2,58,0.0
609,50,RL,6.172534928709971,19.756444900247924,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.32179316058309,GasA,TA,Y,SBrkr,1.0,13.545548387869946,3,1,TA,5,Typ,0,No,Detchd,1932.0,Unf,1.0,9.930417557876343,Fa,TA,N,1.0,1.0,5,2008,WD,Normal,15.032904339689345,1.0,8.873203454932757,0.6080797481636936,0.0,25,58,0.0
610,30,RL,6.684506656824126,18.531355350027443,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.038947685692156,GasA,Gd,Y,SBrkr,1.0,12.038947685692156,2,1,TA,4,Typ,0,No,Detchd,1997.0,Unf,1.0,10.087756729969003,TA,TA,N,1.0,1.0,7,2008,WD,Normal,13.97675247894356,1.0,9.059125775508376,0.5,0.0,65,3,0.0
611,50,RL,6.684506656824126,21.195751282105554,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.806292054368383,GasA,Ex,Y,SBrkr,1.0,14.172674972526542,3,1,TA,7,Typ,1,Gd,Detchd,1968.0,Unf,4.0,14.27874229840466,Fa,TA,N,1.0,1.0,6,2008,WD,Normal,15.663004702107845,1.5,7.65495044352145,0.6168384879725086,0.0,28,58,0.0
612,20,RL,7.172972078519893,20.945320574806964,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.310952733962212,Unf,1.0,8.724358962810534,GasA,TA,Y,SBrkr,1.0,13.247019759826363,3,1,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,2.0,10.538931490999708,TA,TA,Y,1.0,11.00715768738887,6,2008,WD,Normal,15.11342049157323,2.0,9.585749373306383,0.5337423312883436,0.8157894736842105,0,40,1.0
613,20,RL,7.1236810031695965,21.384907884792288,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,8.104296691279632,TA,TA,CBlock,TA,TA,No,BLQ,11.897673633652223,Unf,1.0,12.050764139367695,GasA,Ex,Y,SBrkr,1.0,13.905930143686216,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,11.246736153405903,TA,TA,Y,1.0,19.213642109623223,4,2008,WD,Normal,16.04924853461526,1.5,10.996045490671595,0.5,0.48551829268292684,43,7,0.0
614,20,RL,1.0,21.91677920859826,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,9.831513536945508,TA,TA,CBlock,TA,TA,Gd,GLQ,12.136081740934445,Unf,1.0,10.616086912297321,GasA,TA,Y,SBrkr,1.0,13.345991065707514,3,1,TA,5,Typ,0,No,CarPort,1960.0,Unf,1.0,10.721963275481741,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,15.42773536611614,2.0,7.986732432057258,0.5,0.6447733580018501,33,15,0.0
615,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,Fa,TA,No,LwQ,10.905600473990324,Unf,1.0,10.973694289095654,GasA,TA,Y,SBrkr,1.0,12.756262399878192,2,1,TA,5,Typ,1,TA,Detchd,1972.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,2,2008,WD,Abnorml,14.773104453393026,1.0,1.0,0.5,0.4931506849315068,0,57,1.0
616,20,RL,7.221213632878419,20.00064484788129,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,No,BLQ,11.147931683722206,Rec,11.21071492750776,9.962610178176034,GasA,Gd,Y,FuseA,1.0,13.778381918023664,3,1,Gd,6,Typ,0,No,Attchd,1959.0,RFn,1.0,10.110605958809188,TA,TA,Y,1.0,1.0,5,2008,WD,Normal,15.907678079205446,2.5,9.511219710154148,0.5,0.767515923566879,0,49,1.0
617,20,RL,7.221213632878419,20.00064484788129,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,11.371952633774399,Rec,10.17063676912744,8.967837464043471,GasA,TA,Y,SBrkr,1.0,13.20054441018351,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,1.0,10.018059074748715,TA,TA,Y,1.0,1.0,11,2008,WD,Normal,15.266287130339869,1.5,1.0,0.5,0.8169425511197663,0,46,1.0
618,50,RL,6.684506656824126,20.031337589140634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,10.140782843836698,Unf,1.0,11.023747699744126,GasA,Ex,Y,SBrkr,1.0,13.92377212697392,3,1,TA,5,Typ,0,No,Detchd,1994.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,9,2008,WD,Normal,15.31787591429373,2.0,7.808145364123843,0.632183908045977,0.41015625,2,58,0.0
619,45,RL,6.80273872401839,19.15003521168642,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.940047219715815,GasA,TA,Y,FuseA,1.0,13.080005103356921,2,1,TA,4,Typ,0,No,Detchd,1954.0,Unf,1.0,9.864879392672357,TA,TA,Y,1.0,1.0,6,2008,WD,Normal,15.055628032763455,2.0,1.0,0.5125,0.0,0,54,1.0
620,50,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.042891469528286,Unf,1.0,8.885224873775467,GasA,Fa,Y,FuseA,1.0,13.829055298956842,4,1,TA,6,Typ,0,No,Attchd,1954.0,Unf,1.0,9.511219710154148,TA,TA,Y,1.0,1.0,4,2008,WD,Normal,15.383588724601076,1.0,1.0,0.599437148217636,0.788056206088993,0,54,1.0
621,90,RL,7.899103929073757,20.24102905922101,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,Av,Unf,1.0,Unf,1.0,14.856094820831991,GasA,TA,N,SBrkr,1.0,14.856094820831991,6,2,TA,10,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,11,2008,WD,Abnorml,17.103814567740347,2.0,1.0,0.5,0.0,0,47,1.0
622,50,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,10.525867697126678,Unf,1.0,10.70355933970797,GasA,Gd,Y,SBrkr,1.0,14.47416155904269,3,1,TA,6,Typ,0,No,Detchd,1955.0,Unf,2.0,11.169007130464756,TA,TA,Y,1.0,1.0,3,2008,WD,Normal,15.701274454288779,1.5,1.0,0.6740237691001698,0.4817708333333333,12,41,0.0
623,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.591440339606356,GasA,TA,Y,FuseA,1.0,12.591440339606356,2,1,TA,4,Typ,0,No,Attchd,1954.0,Unf,1.0,10.391827134755262,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,14.590131547114046,1.5,1.0,0.5,0.0,0,54,1.0
624,20,RL,6.942124359831237,19.798914366000737,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.439563774010223,GasA,Ex,Y,SBrkr,1.0,13.439563774010223,3,1,TA,6,Typ,0,No,Attchd,1963.0,Unf,1.0,9.72889799237455,TA,TA,Y,1.0,1.0,5,2008,COD,Normal,15.531600924540532,1.0,1.0,0.5,0.0,0,45,1.0
625,20,RM,6.559490358416789,20.808465794055174,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,TA,TA,No,GLQ,7.574446614595114,Unf,1.0,7.574446614595114,GasA,Gd,N,SBrkr,1.0,13.480331651039076,3,1,TA,7,Typ,0,No,Detchd,2008.0,Unf,1.0,10.087756729969003,TA,TA,Y,1.0,1.0,12,2008,WD,Abnorml,13.934876781622489,2.0,8.812235750158614,0.8550943396226415,0.5,0,0,1.0
626,50,RM,6.59142712460611,20.537515809810586,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.438661292884955,GasA,Ex,Y,SBrkr,1.0,13.930439197857826,3,1,TA,6,Typ,0,No,Detchd,1948.0,Unf,2.0,10.715841640087826,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,15.340409073178568,1.0,1.0,0.6291012838801712,0.0,57,3,0.0
627,70,RM,7.221213632878419,18.107674839955088,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,1.0,TA,TA,BrkTil,TA,Fa,No,Unf,1.0,Unf,1.0,12.070359541275336,GasA,Fa,N,SBrkr,1.0,14.01162801044176,2,1,TA,6,Typ,0,No,Attchd,1910.0,Unf,1.0,10.25112953344019,Fa,TA,Y,1.0,1.0,1,2008,WD,Normal,15.244833593226529,1.0,9.530047046365183,0.6666666666666666,0.0,93,5,0.0
628,30,RM,6.684506656824126,18.107674839955088,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,Fa,TA,No,Unf,1.0,Unf,1.0,12.038947685692156,GasA,TA,Y,SBrkr,1.0,12.038947685692156,2,1,TA,4,Typ,0,No,Detchd,1950.0,Unf,1.0,9.6582707430638,TA,TA,Y,1.0,1.0,8,2008,WD,Normal,13.97675247894356,1.0,1.0,0.5,0.0,10,58,0.0
629,75,RM,6.684506656824126,18.9167524253441,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,Gd,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.252502530148577,GasA,Gd,Y,SBrkr,1.0,14.213850311239472,4,1,Gd,7,Typ,0,No,Detchd,1915.0,Unf,1.0,10.087756729969003,Fa,Fa,N,1.0,1.0,6,2008,WD,Normal,15.459779975799751,1.5,9.585749373306383,0.6666666666666666,0.0,90,3,0.0
630,190,RM,6.7737732204907655,21.41021051548819,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,Stone,TA,TA,No,Unf,1.0,Unf,1.0,12.601371930615082,GasA,Gd,Y,FuseA,7.808145364123843,14.48555093819047,3,2,TA,9,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,6,2008,WD,Normal,15.64372296368035,2.0,9.873157741448868,0.6888504753673294,0.0,86,12,0.0
631,50,RM,6.7737732204907655,19.817995639121555,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.510864426406004,GasA,Gd,Y,FuseA,1.0,14.601157000193943,2,1,TA,8,Mod,0,No,Detchd,1958.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,5,2008,WD,Normal,15.836183202524618,2.0,8.956196575006715,0.673992673992674,0.0,45,23,0.0
632,50,RM,7.244955797756471,19.654717090963015,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,1.0,Fa,Fa,BrkTil,TA,TA,No,Rec,10.459636543250584,Unf,1.0,11.634887347225343,GasA,Gd,N,FuseA,1.0,14.752055349126206,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,9.365618533147526,Fa,Fa,N,1.0,1.0,6,2008,WD,Normal,16.113239111277768,1.0,9.473163131119321,0.6502242152466368,0.38461538461538464,30,58,0.0
633,30,RM,6.684506656824126,18.531355350027443,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,1.0,Gd,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.925120017743208,GasA,TA,Y,SBrkr,1.0,13.20054441018351,2,1,Gd,5,Typ,1,TA,No,0,No,0.0,1.0,No,No,N,1.0,1.0,2,2008,WD,Normal,15.116604610212223,1.5,5.3809460334448715,0.524514811031665,0.0,86,2,0.0
634,190,RM,6.684506656824126,21.18234699371091,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,11.697216822316497,Unf,1.0,9.978566621047088,GasA,TA,Y,SBrkr,1.0,14.172674972526542,3,2,TA,8,Typ,2,Gd,Detchd,1940.0,Unf,2.0,12.601371930615082,TA,TA,Y,1.0,1.0,5,2008,Con,Normal,15.65199866911795,2.0,8.120635667155021,0.6189655172413793,0.667420814479638,10,58,0.0
635,30,RM,6.684506656824126,19.358203259162394,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,TA,Gd,No,Unf,1.0,Unf,1.0,11.17425270756814,GasA,TA,N,FuseA,1.0,12.827940764481209,2,1,TA,5,Typ,0,No,Detchd,1930.0,Unf,1.0,9.103593650252291,Fa,TA,P,1.0,1.0,9,2008,WD,Normal,14.054735647204454,1.0,7.574446614595114,0.6514492753623189,0.0,40,58,0.0
636,50,RM,6.133567292834429,18.86358214428274,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,1.0,TA,TA,BrkTil,Fa,TA,No,Unf,1.0,Unf,1.0,12.085948006884667,GasA,Gd,Y,SBrkr,1.0,13.343354263952241,3,1,Gd,5,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,9,2008,WD,Normal,14.794031435686074,1.0,9.047888977723783,0.6122448979591837,0.0,106,12,0.0
637,50,RM,7.098626104970388,20.458096087785453,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,10.979298049926308,Unf,1.0,11.056650085160447,GasA,Ex,Y,FuseA,1.0,14.30077525075615,3,1,TA,5,Typ,1,Po,Detchd,1959.0,Unf,3.0,12.734130107719718,TA,Gd,Y,1.0,1.0,6,2008,WD,Normal,15.764652813666741,1.0,4.858806663498184,0.6238035788597587,0.4922566371681416,4,58,0.0
638,20,RM,6.744420430279228,19.65627580426002,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,10.75842361648199,GasA,TA,N,FuseA,1.0,10.75842361648199,1,1,TA,3,Typ,0,No,Detchd,1949.0,Unf,1.0,10.002329725380731,Fa,TA,Y,1.0,1.0,3,2008,WD,Abnorml,12.554760198133941,1.0,9.059125775508376,0.5,0.0,4,58,0.0
639,20,RM,7.7135683558601436,21.679392290406412,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,Fa,Fa,No,Unf,1.0,Unf,1.0,10.996045490671595,GasA,Gd,Y,SBrkr,1.0,14.47416155904269,5,1,TA,6,Maj2,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,12,2008,WD,Abnorml,15.238681038875203,2.0,1.0,0.7799607072691552,0.0,43,16,0.0
640,190,RM,6.942124359831237,20.51950730858856,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Fa,BrkTil,Fa,TA,No,Unf,1.0,Unf,1.0,12.497236360857748,GasA,TA,N,FuseA,1.0,14.547549285051133,4,2,TA,10,Typ,0,No,Detchd,1950.0,Unf,2.0,10.835883259370169,Fa,Po,N,1.0,1.0,2,2008,WD,Normal,15.79263092016639,2.0,9.622253717854797,0.6712046204620462,0.0,106,2,0.0
641,75,RM,6.460736201340262,18.49762024281299,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,1.0,TA,TA,BrkTil,TA,TA,No,BLQ,7.952063659629821,Unf,1.0,11.312501443831783,GasA,Ex,Y,SBrkr,1.0,14.201548416989949,3,1,TA,7,Typ,0,No,Detchd,1935.0,Unf,1.0,9.930417557876343,TA,TA,Y,1.0,1.0,3,2008,WD,Normal,15.296720540370561,1.0,9.013883697367245,0.6991321118611379,0.1858974358974359,45,43,0.0
642,50,RM,6.942124359831237,20.519936898824188,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,10.364242825294092,GasA,Ex,Y,SBrkr,1.0,13.172899929850288,2,1,TA,5,Typ,0,No,Detchd,1961.0,Unf,1.0,10.087756729969003,TA,TA,N,1.0,1.0,5,2008,WD,Normal,14.018128339745576,1.0,8.323662936018394,0.7461482024944974,0.0,103,5,0.0
643,190,RM,6.684506656824126,20.71220477890197,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,1.0,TA,TA,BrkTil,TA,TA,No,Rec,9.453929696886426,Unf,1.0,12.292802622125064,GasA,TA,Y,FuseP,1.0,15.693106450218115,4,2,TA,10,Typ,0,No,2Types,1930.0,Unf,2.0,10.672623079178159,TA,TA,Y,1.0,1.0,4,2008,WD,Normal,16.832057598617023,2.0,9.305068732469508,0.7071922961179657,0.24049331963001028,40,48,0.0
644,70,RM,6.684506656824126,18.9167524253441,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,1.0,Gd,TA,BrkTil,Fa,TA,No,Unf,1.0,Unf,1.0,11.616842895097365,GasA,Ex,Y,SBrkr,1.0,14.381706470786918,3,1,Gd,7,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,2,2008,WD,Normal,15.35386350813013,1.5,10.15574970587587,0.7291666666666666,0.0,100,3,0.0
645,70,RM,6.684506656824126,21.379545059905833,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,1.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,1.0,Unf,1.0,12.234013204301133,GasA,TA,N,SBrkr,1.0,13.359144085883107,2,1,TA,5,Maj1,0,No,Detchd,1920.0,Unf,2.0,10.715841640087826,Fa,Po,N,1.0,1.0,11,2008,ConLD,Normal,14.871445774031129,1.0,8.724358962810534,0.6003316749585407,0.0,30,58,0.0
646,70,RM,6.684506656824126,21.18234699371091,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,1.0,TA,TA,BrkTil,TA,TA,Mn,Unf,1.0,Unf,1.0,13.908165436649409,GasW,Gd,Y,SBrkr,1.0,15.885722881522465,5,1,TA,10,Typ,1,Gd,Detchd,1950.0,Unf,2.0,10.336386900215581,TA,Fa,Y,1.0,1.0,12,2008,WD,Normal,17.29642644667163,2.0,10.018059074748715,0.6551995798319328,0.0,109,9,0.0
647,20,RM,6.831327892742091,20.773617256241184,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,8.672744986667857,TA,TA,CBlock,TA,TA,No,Rec,9.103593650252291,Unf,1.0,12.452540454604854,GasA,Gd,Y,SBrkr,1.0,13.080005103356921,2,1,Fa,5,Typ,0,No,Detchd,1959.0,Unf,1.0,10.087756729969003,TA,TA,N,1.0,1.0,6,2008,WD,Normal,15.132483878148479,2.0,1.0,0.5,0.2032520325203252,0,49,1.0
648,20,RM,6.42678077191518,20.242398182730764,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.734130107719718,GasA,TA,Y,SBrkr,1.0,13.37747218366061,2,1,TA,5,Typ,0,No,Detchd,1959.0,Unf,1.0,10.087756729969003,TA,TA,Y,1.0,1.0,5,2008,WD,Normal,15.12296456685685,1.0,1.0,0.5570846075433231,0.0,48,2,0.0
649,30,RL,6.5270737381589985,19.551151164553634,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,1.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,10.752378680578557,BLQ,9.806219318423938,10.243906751287225,GasA,TA,Y,SBrkr,1.0,13.505563961983455,2,1,TA,5,Typ,1,Po,Detchd,1992.0,Unf,1.0,9.930417557876343,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,15.411609047314895,1.0,9.737598519334247,0.5313807531380753,0.6736111111111112,55,25,0.0
650,50,RM,1.0,19.715107909392557,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,Fa,No,Unf,1.0,Unf,1.0,12.038947685692156,GasA,Gd,Y,SBrkr,1.0,14.623106484233388,3,1,Gd,8,Typ,0,No,Attchd,1945.0,Unf,1.0,9.622253717854797,TA,TA,Y,1.0,1.0,8,2008,WD,Abnorml,15.679453650780196,1.5,9.211557890737238,0.7128205128205128,0.0,5,58,0.0
651,50,RL,1.0,19.49710501281983,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,TA,No,Rec,8.812235750158614,Unf,1.0,12.67005022583586,GasA,TA,Y,SBrkr,1.0,14.748535182896902,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,1.0,9.511219710154148,TA,TA,P,1.0,1.0,7,2008,WD,Normal,16.216787496781514,2.0,5.492017742920502,0.6292541636495294,0.1708984375,15,58,0.0
652,50,RM,6.357203202420049,18.253668969557626,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,Gd,CBlock,TA,TA,No,ALQ,11.74097393831022,Unf,1.0,7.02174235239564,GasA,Ex,Y,SBrkr,1.0,13.669944418938893,3,1,Gd,6,Typ,0,No,Detchd,1941.0,Unf,1.0,9.511219710154148,TA,TA,P,1.0,1.0,5,2008,WD,Normal,14.993617420471088,1.0,1.0,0.6429330499468651,0.8928571428571429,65,2,0.0
