,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF
586,60,RL,7.047663906109832,20.376397946953205,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,15.132483878148479,15.132483878148479,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,LwQ,12.267216541031873,Unf,1.0,1.0,GasA,Ex,Y,SBrkr,1.0,14.23018602656737,2.820334103642824,1.7304631471189666,TA,3.440268378362637,Typ,1.0,No,Attchd,1968.0,Unf,2.194317637875777,11.11603509640564,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.477143428115022,1.9822467037532343,5.969939052451073
587,20,RL,6.831327892742091,20.06039951062208,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.127727309259253,15.19064737641105,Hip,CompShg,HdBoard,HdBoard,None,1.0,Gd,TA,CBlock,TA,TA,No,ALQ,9.693814389412918,Rec,11.040244790550664,9.059125775508376,GasA,Ex,Y,SBrkr,1.0,12.907117258214457,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1978.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,3.440268378362637,15.195323264382047,WD,Normal,14.918792900674715,2.194317637875777,9.444260751716477
588,90,RL,7.02174235239564,21.28269829871194,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,15.127727309259253,15.127727309259253,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,14.730882561077351,GasA,TA,Y,SBrkr,1.0,14.730882561077351,3.2596737867230705,2.194317637875777,TA,3.885846472488202,Typ,1.0,No,Detchd,1987.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,4.0113402432628344,15.195323264382047,WD,Normal,16.964849395619208,2.194317637875777,1.0
589,60,RL,1.0,22.051225604730682,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,15.13723429091449,15.13723429091449,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,Gd,Gd,No,ALQ,11.666210847537995,Unf,1.0,9.530047046365183,GasA,TA,Y,SBrkr,1.0,14.626751681500497,2.820334103642824,1.7304631471189666,TA,3.440268378362637,Typ,1.0,No,Attchd,1971.0,Fin,2.194317637875777,11.083791241928564,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.885722881522465,1.9822467037532343,1.0
590,20,RL,7.07328940298831,19.895984927291845,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,15.11342049157323,15.11342049157323,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.164561577805966,2.194317637875777,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Attchd,1956.0,RFn,1.7304631471189666,9.75491649081582,TA,TA,Y,1.0,1.0,2.5409627556327754,15.195323264382047,WD,Normal,13.164561577805966,1.7304631471189666,9.511219710154148
591,20,RL,7.448232316019433,20.834231912212953,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,15.121375611147648,15.121375611147648,Gable,CompShg,Plywood,Plywood,None,1.0,TA,Gd,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.431864645976223,GasA,TA,Y,SBrkr,1.0,13.431864645976223,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1961.0,RFn,2.194317637875777,11.012698086464445,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,COD,Abnorml,15.523054953943134,2.194317637875777,8.672744986667857
592,20,RL,1.0,21.3766824209533,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.119785966903773,15.182841004523032,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,11.410943347638753,Unf,1.0,11.697216822316497,GasA,Ex,Y,SBrkr,1.0,13.442126247803923,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.0,No,Attchd,1960.0,RFn,1.7304631471189666,9.72889799237455,TA,TA,Y,1.0,1.0,3.6025944687727294,15.195323264382047,WD,Normal,15.534445248038013,2.194317637875777,9.946560885133437
593,70,RL,6.357203202420049,18.168146368473487,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,15.083032607355737,15.103851511653946,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,PConc,TA,TA,No,Rec,8.020909424392293,Unf,1.0,9.39538258223558,GasA,TA,Y,SBrkr,1.0,12.849446822580239,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Basment,1937.0,Unf,1.7304631471189666,9.424817022716818,Fa,TA,Y,1.0,1.0,3.750250297485029,15.195323264382047,WD,Normal,13.773737953703991,1.7304631471189666,1.0
594,20,RL,7.221213632878419,20.71220477890197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.119785966903773,15.119785966903773,Gable,CompShg,MetalSd,MetalSd,BrkFace,9.136453549445715,Fa,Fa,CBlock,TA,TA,No,Rec,11.98320504798599,Unf,1.0,11.901800432526851,GasA,TA,Y,SBrkr,1.0,14.294779920194513,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.0,No,Attchd,1960.0,RFn,2.194317637875777,11.00715768738887,TA,TA,Y,1.0,1.0,2.194317637875777,15.195323264382047,WD,Normal,16.25226492810853,2.194317637875777,5.003419248109409
595,20,RL,7.221213632878419,20.71220477890197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,15.103851511653946,15.192206665778837,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,Gd,CBlock,TA,TA,No,BLQ,5.597156711708115,Rec,10.087756729969003,9.434556620289202,GasA,Gd,Y,SBrkr,1.0,13.961383438999036,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,1950.0,RFn,1.7304631471189666,9.72889799237455,TA,TA,Y,1.0,1.0,3.750250297485029,15.195323264382047,WD,Normal,15.037785611428449,2.194317637875777,9.013883697367245
596,20,RL,6.7737732204907655,19.795894114948588,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5,15.10863912353132,15.10863912353132,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,7.404586972566442,TA,TA,CBlock,TA,TA,No,LwQ,11.42543572335745,Unf,1.0,11.297452652874126,GasA,Ex,Y,SBrkr,1.0,13.225229693738633,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1953.0,RFn,1.7304631471189666,10.118180873967548,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.29368844691615,1.7304631471189666,8.39749795772246
597,60,RL,7.448232316019433,22.44442416974935,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,15.129313517307915,15.18127774085417,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.776483168029046,Gd,Gd,CBlock,TA,TA,No,BLQ,11.6303862264031,Unf,1.0,11.415781884252072,GasA,Ex,Y,SBrkr,1.0,15.16403784586512,2.820334103642824,1.7304631471189666,Gd,3.750250297485029,Typ,1.7304631471189666,Gd,Attchd,1966.0,RFn,2.194317637875777,11.169007130464756,TA,TA,Y,1.0,1.0,3.6025944687727294,15.195323264382047,WD,Normal,16.590287370742622,2.3782017963726023,9.415041675666915
598,20,RL,7.07328940298831,20.394973107760716,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,15.115012896462307,15.115012896462307,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,8.382905995629807,TA,TA,CBlock,TA,TA,No,ALQ,11.83088556721427,LwQ,6.42678077191518,11.287377937846468,GasA,TA,Y,SBrkr,1.0,13.58752143849926,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,2.194317637875777,Gd,Attchd,1957.0,RFn,1.7304631471189666,9.962610178176034,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.69583108500032,2.194317637875777,8.909100235945502
599,20,RL,7.268453117386751,20.81008034472653,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.118195633475512,15.179713812657004,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,13.271364745626231,Unf,1.0,9.047888977723783,GasA,TA,Y,SBrkr,1.0,14.180948839543527,2.194317637875777,1.7304631471189666,Gd,3.440268378362637,Typ,1.0,No,Attchd,1959.0,RFn,1.7304631471189666,11.169007130464756,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,16.127855976534434,2.5409627556327754,10.752378680578557
600,20,RL,7.448232316019433,22.002734853731116,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,15.116604610212223,15.116604610212223,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,8.956196575006715,TA,TA,CBlock,TA,TA,No,LwQ,13.004933207381988,Unf,1.0,10.934165447113983,GasA,Ex,Y,SBrkr,1.0,14.439772707333926,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,TA,Attchd,1958.0,RFn,2.194317637875777,10.956818543247373,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,16.450750678513806,2.194317637875777,11.221051196470764
601,20,RL,7.098626104970388,21.040412822974996,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,15.11342049157323,15.116604610212223,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.41772883214346,Unf,1.0,10.25112953344019,GasA,Gd,Y,SBrkr,1.0,13.406073076096677,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1956.0,RFn,1.7304631471189666,10.616086912297321,TA,TA,Y,1.0,1.0,2.820334103642824,15.195323264382047,WD,Normal,15.494426453497725,2.194317637875777,1.0
602,20,RL,6.684506656824126,21.456194936106886,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.107043947541124,15.107043947541124,Gable,CompShg,MetalSd,MetalSd,Stone,6.42678077191518,TA,TA,CBlock,TA,TA,No,Rec,8.455023580313481,Unf,1.0,11.616842895097365,GasA,Ex,Y,FuseA,1.0,12.775113743156055,2.194317637875777,1.7304631471189666,Gd,2.820334103642824,Typ,1.0,No,Attchd,1952.0,Unf,1.7304631471189666,9.511219710154148,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,14.500680261547027,2.194317637875777,1.0
603,20,RL,7.694190605394483,20.61769796387645,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.10863912353132,15.10863912353132,Gable,CompShg,MetalSd,MetalSd,BrkFace,7.314734756825906,TA,TA,CBlock,TA,TA,No,Rec,11.272201962485878,LwQ,9.059125775508376,11.040244790550664,GasA,TA,Y,SBrkr,1.0,13.52811325381343,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Detchd,1971.0,Unf,2.194317637875777,11.89354133302396,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.629889518596746,1.9822467037532343,1.0
604,20,RL,1.0,21.866925626809774,Pave,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,15.10863912353132,15.10863912353132,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,PConc,TA,TA,No,BLQ,11.843518696025114,LwQ,8.15298821355506,9.434556620289202,GasW,TA,N,SBrkr,1.0,12.981486108337531,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1953.0,Unf,2.194317637875777,10.715841640087826,TA,TA,Y,1.0,1.0,3.440268378362637,15.195323264382047,WD,Normal,15.078211392935243,1.7304631471189666,5.597156711708115
605,20,RL,7.5538803774442425,22.322214739800117,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,15.115012896462307,15.115012896462307,Gable,CompShg,Plywood,Plywood,BrkFace,10.459636543250584,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.119733293613173,GasA,TA,Y,SBrkr,1.0,14.838961541332829,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,2.194317637875777,Gd,Attchd,1957.0,Fin,2.194317637875777,11.468499910096941,TA,TA,Y,1.0,14.302771429436175,3.750250297485029,15.195323264382047,WD,Normal,16.247553373937695,2.194317637875777,5.969939052451073
606,20,RL,6.995517194712504,20.387021512320423,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,15.115012896462307,15.154600081009745,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,No,No,No,No,1.0,No,1.0,1.0,GasA,Gd,Y,SBrkr,1.0,14.794031435686074,2.820334103642824,1.7304631471189666,TA,3.440268378362637,Maj2,1.7304631471189666,TA,Attchd,1957.0,Fin,1.7304631471189666,10.03369954226849,TA,TA,Y,1.0,1.0,3.885846472488202,15.195323264382047,WD,Normal,14.794031435686074,2.3782017963726023,7.02174235239564
607,90,RL,7.1236810031695965,21.75640420800803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,15.115012896462307,15.115012896462307,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,14.896887111612605,GasA,Fa,Y,FuseA,1.0,14.896887111612605,3.055641538058108,2.194317637875777,TA,3.750250297485029,Typ,1.0,No,Detchd,1958.0,Unf,2.194317637875777,11.189934126006927,TA,TA,Y,1.0,1.0,1.7304631471189666,15.195323264382047,WD,Normal,17.14908706148412,2.194317637875777,1.0
608,20,RL,6.684506656824126,20.922524500989045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,15.10065629283109,15.103851511653946,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,N,SBrkr,1.0,12.734130107719718,1.7304631471189666,1.7304631471189666,TA,2.5409627556327754,Typ,1.0,No,Detchd,1948.0,Unf,1.7304631471189666,10.65390077895301,Fa,TA,N,1.0,1.0,3.6025944687727294,15.195323264382047,WD,Normal,12.734130107719718,1.7304631471189666,6.859551208605442
609,50,RL,6.172534928709971,19.756444900247924,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,15.063709530107962,15.103851511653946,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.32179316058309,GasA,TA,Y,SBrkr,1.0,13.545548387869946,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1932.0,Unf,1.7304631471189666,9.930417557876343,Fa,TA,N,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.032904339689345,1.7304631471189666,8.873203454932757
610,30,RL,6.684506656824126,18.531355350027443,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,15.087847482241104,15.19064737641105,Gambrel,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.038947685692156,GasA,Gd,Y,SBrkr,1.0,12.038947685692156,2.194317637875777,1.7304631471189666,TA,2.820334103642824,Typ,1.0,No,Detchd,1997.0,Unf,1.7304631471189666,10.087756729969003,TA,TA,N,1.0,1.0,3.440268378362637,15.195323264382047,WD,Normal,13.97675247894356,1.7304631471189666,9.059125775508376
611,50,RL,6.684506656824126,21.195751282105554,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,15.05886277478713,15.103851511653946,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.806292054368383,GasA,Ex,Y,SBrkr,1.0,14.172674972526542,2.5409627556327754,1.7304631471189666,TA,3.440268378362637,Typ,1.7304631471189666,Gd,Detchd,1968.0,Unf,2.820334103642824,14.27874229840466,Fa,TA,N,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.663004702107845,1.9822467037532343,7.65495044352145
612,20,RL,7.172972078519893,20.945320574806964,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,15.132483878148479,15.132483878148479,Gable,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.310952733962212,Unf,1.0,8.724358962810534,GasA,TA,Y,SBrkr,1.0,13.247019759826363,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,Fa,Attchd,1990.0,Fin,2.194317637875777,10.538931490999708,TA,TA,Y,1.0,11.00715768738887,3.2596737867230705,15.195323264382047,WD,Normal,15.11342049157323,2.194317637875777,9.585749373306383
613,20,RL,7.1236810031695965,21.384907884792288,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,15.116604610212223,15.184403604277843,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,8.104296691279632,TA,TA,CBlock,TA,TA,No,BLQ,11.897673633652223,Unf,1.0,12.050764139367695,GasA,Ex,Y,SBrkr,1.0,13.905930143686216,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,1958.0,RFn,2.194317637875777,11.246736153405903,TA,TA,Y,1.0,19.213642109623223,2.820334103642824,15.195323264382047,WD,Normal,16.04924853461526,1.9822467037532343,10.996045490671595
614,20,RL,1.0,21.91677920859826,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,15.119785966903773,15.171884182186483,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,9.831513536945508,TA,TA,CBlock,TA,TA,Gd,GLQ,12.136081740934445,Unf,1.0,10.616086912297321,GasA,TA,Y,SBrkr,1.0,13.345991065707514,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,CarPort,1960.0,Unf,1.7304631471189666,10.721963275481741,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.42773536611614,2.194317637875777,7.986732432057258
615,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.105448077134762,15.105448077134762,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,Fa,TA,No,LwQ,10.905600473990324,Unf,1.0,10.973694289095654,GasA,TA,Y,SBrkr,1.0,12.756262399878192,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,TA,Detchd,1972.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,2.194317637875777,15.195323264382047,WD,Abnorml,14.773104453393026,1.7304631471189666,1.0
616,20,RL,7.221213632878419,20.00064484788129,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.118195633475512,15.118195633475512,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,No,BLQ,11.147931683722206,Rec,11.21071492750776,9.962610178176034,GasA,Gd,Y,FuseA,1.0,13.778381918023664,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.0,No,Attchd,1959.0,RFn,1.7304631471189666,10.110605958809188,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.907678079205446,2.3782017963726023,9.511219710154148
617,20,RL,7.221213632878419,20.00064484788129,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,15.12296456685685,15.12296456685685,Gable,CompShg,BrkFace,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,11.371952633774399,Rec,10.17063676912744,8.967837464043471,GasA,TA,Y,SBrkr,1.0,13.20054441018351,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Attchd,1962.0,Unf,1.7304631471189666,10.018059074748715,TA,TA,Y,1.0,1.0,4.0113402432628344,15.195323264382047,WD,Normal,15.266287130339869,1.9822467037532343,1.0
618,50,RL,6.684506656824126,20.031337589140634,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,15.10065629283109,15.103851511653946,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,10.140782843836698,Unf,1.0,11.023747699744126,GasA,Ex,Y,SBrkr,1.0,13.92377212697392,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1994.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,3.750250297485029,15.195323264382047,WD,Normal,15.31787591429373,2.194317637875777,7.808145364123843
619,45,RL,6.80273872401839,19.15003521168642,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,15.110233605762662,15.110233605762662,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.940047219715815,GasA,TA,Y,FuseA,1.0,13.080005103356921,2.194317637875777,1.7304631471189666,TA,2.820334103642824,Typ,1.0,No,Detchd,1954.0,Unf,1.7304631471189666,9.864879392672357,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.055628032763455,2.194317637875777,1.0
620,50,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,15.110233605762662,15.110233605762662,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.042891469528286,Unf,1.0,8.885224873775467,GasA,Fa,Y,FuseA,1.0,13.829055298956842,2.820334103642824,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Attchd,1954.0,Unf,1.7304631471189666,9.511219710154148,TA,TA,Y,1.0,1.0,2.820334103642824,15.195323264382047,WD,Normal,15.383588724601076,1.7304631471189666,1.0
621,90,RL,7.899103929073757,20.24102905922101,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,15.121375611147648,15.121375611147648,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,Av,Unf,1.0,Unf,1.0,14.856094820831991,GasA,TA,N,SBrkr,1.0,14.856094820831991,3.2596737867230705,2.194317637875777,TA,3.885846472488202,Typ,1.0,No,No,0,No,1.0,1.0,No,No,N,1.0,1.0,4.0113402432628344,15.195323264382047,WD,Abnorml,17.103814567740347,2.194317637875777,1.0
622,50,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,15.111827394891495,15.1308990400563,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,10.525867697126678,Unf,1.0,10.70355933970797,GasA,Gd,Y,SBrkr,1.0,14.47416155904269,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Detchd,1955.0,Unf,2.194317637875777,11.169007130464756,TA,TA,Y,1.0,1.0,2.5409627556327754,15.195323264382047,WD,Normal,15.701274454288779,1.9822467037532343,1.0
623,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.110233605762662,15.110233605762662,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.591440339606356,GasA,TA,Y,FuseA,1.0,12.591440339606356,2.194317637875777,1.7304631471189666,TA,2.820334103642824,Typ,1.0,No,Attchd,1954.0,Unf,1.7304631471189666,10.391827134755262,TA,TA,Y,1.0,1.0,3.440268378362637,15.195323264382047,WD,Normal,14.590131547114046,1.9822467037532343,1.0
624,20,RL,6.942124359831237,19.798914366000737,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,15.124552834680129,15.124552834680129,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.439563774010223,GasA,Ex,Y,SBrkr,1.0,13.439563774010223,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Attchd,1963.0,Unf,1.7304631471189666,9.72889799237455,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,COD,Normal,15.531600924540532,1.7304631471189666,1.0
625,20,RM,6.559490358416789,20.808465794055174,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,15.195323264382047,15.195323264382047,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,TA,TA,No,GLQ,7.574446614595114,Unf,1.0,7.574446614595114,GasA,Gd,N,SBrkr,1.0,13.480331651039076,2.5409627556327754,1.7304631471189666,TA,3.440268378362637,Typ,1.0,No,Detchd,2008.0,Unf,1.7304631471189666,10.087756729969003,TA,TA,Y,1.0,1.0,4.128238685769432,15.195323264382047,WD,Abnorml,13.934876781622489,2.194317637875777,8.812235750158614
