,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew,ylogSalePrice
743,60,RL,1.0,20.441959393736333,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,9.93850105069204,Ex,Gd,CBlock,TA,Gd,No,GLQ,11.6303862264031,ALQ,7.221213632878419,11.205533311372735,GasA,Ex,Y,SBrkr,1.0,16.160542276144316,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2.0,12.611273018940013,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,17.34049660205054,4.0,9.147315588624346,0.7039149598133264,0.5735551663747811,20,12,0.0,12.61087420020211
744,60,RL,1.0,20.367970174229594,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,10.025890350388508,Unf,1.0,11.95900671952692,GasA,Ex,Y,SBrkr,1.0,15.562770229771086,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,11.534293431937689,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,16.713545455751436,2.5,9.848247291396309,0.7032418952618454,0.31512605042016806,0,9,1.0,12.371591321286905
745,70,RM,6.831327892742091,21.50662108948063,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,1.0,Gd,TA,Stone,TA,Fa,No,Unf,1.0,Unf,1.0,13.741052898781769,GasW,TA,N,SBrkr,1.0,16.069051845400836,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4.0,12.718228468762483,TA,TA,N,1.0,1.0,5,2009,WD,Normal,17.3610187218263,1.5,11.594136149792712,0.6804123711340206,0.0,123,6,0.0,12.491176396967154
746,20,RL,6.653921148278169,21.104527025393217,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.308253470184335,Gd,TA,PConc,Gd,TA,No,GLQ,12.889015072881492,Unf,1.0,12.510864426406004,GasA,Ex,Y,SBrkr,1.0,14.716697870568169,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,11.40609703018311,TA,TA,Y,1.0,1.0,3,2010,WD,Normal,16.949106617306775,3.0,11.00715768738887,0.5,0.5343023255813953,0,14,1.0,12.469978029554953
747,50,RL,6.357203202420049,20.191465374658584,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,Wall,TA,N,FuseF,1.0,14.360174598369603,4,1,TA,9,Mod,0,No,Detchd,1945.0,Unf,1.0,9.511219710154148,TA,TA,N,1.0,1.0,4,2009,WD,Normal,14.360174598369603,2.0,9.839893205289536,1.0,0,5,59,0.0,11.49273296168228
748,50,RM,6.5270737381589985,20.370189508251833,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,Fa,No,Unf,1.0,Unf,1.0,11.634887347225343,GasA,Gd,Y,SBrkr,1.0,13.498014018972166,3,1,TA,7,Min2,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,6,2010,WD,Normal,14.709584496453328,1.0,8.620056264664793,0.6643356643356644,0.0,94,6,0.0,11.477308649967686
749,60,RL,1.0,19.878715337277956,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,11.991229546699314,GasA,Ex,Y,SBrkr,1.0,13.92377212697392,3,1,Gd,6,Typ,0,No,Attchd,2003.0,Fin,2.0,10.715841640087826,TA,TA,Y,1.0,1.0,8,2007,WD,Normal,15.151448765245362,2.5,6.285266416806648,0.6666666666666666,0.0,0,4,1.0,11.995357787034976
750,20,RL,7.1972210008779385,20.559715324769297,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,13.645908720595072,Unf,1.0,9.856575964639738,GasA,Ex,Y,SBrkr,1.0,14.290777357050557,3,1,Gd,6,Typ,0,No,Attchd,1997.0,RFn,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,7,2006,WD,Normal,16.459688819722004,3.0,9.047888977723783,0.5025227043390514,0.8113590263691683,0,9,1.0,12.28765724080691
751,60,RL,7.221213632878419,20.96878685209139,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.848990272211784,Gd,TA,PConc,Gd,TA,Mn,Unf,1.0,Unf,1.0,13.208793178353998,GasA,Gd,Y,SBrkr,1.0,15.332913235381968,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,12.762558328631897,TA,TA,Y,1.0,1.0,3,2006,WD,Normal,16.62895444404912,2.5,9.54874312625216,0.6707161125319693,0.0,0,1,1.0,12.526346537332584
752,20,RL,6.7146689026506605,19.96683478484167,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,GLQ,10.94551387609232,LwQ,11.126705474481206,7.934539989873997,GasA,Gd,Y,SBrkr,1.0,13.197790273619393,3,1,Gd,5,Typ,0,No,Detchd,1969.0,RFn,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,15.26322995991703,2.0,9.305068732469508,0.5,0.8879142300194932,36,4,0.0,11.957617696467539
753,160,FV,5.697012078927853,16.73649354436278,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,12.812492076604793,TA,TA,PConc,Gd,TA,No,GLQ,10.596991790493341,Unf,1.0,10.378068571428056,GasA,Gd,Y,SBrkr,1.0,14.24441769536988,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,3,2009,WD,Normal,15.48291333282083,2.5,5.137710644618417,0.6686363636363636,0.522633744855967,0,10,1.0,12.058158312538197
754,60,RL,6.914940018959451,21.170773947474228,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,4.858806663498184,Unf,1.0,12.660327958903798,GasA,Ex,Y,SBrkr,1.0,14.800980223814683,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,2.0,11.643869732390646,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,16.06163758517122,2.5,9.59492193179376,0.6712224753227031,0.023094688221709007,0,2,1.0,12.264346270624157
755,60,RL,1.0,21.47727037645349,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,10.236665340977277,TA,TA,CBlock,TA,TA,Mn,Rec,10.939845154868248,Unf,1.0,9.453929696886426,GasA,TA,Y,SBrkr,1.0,14.067564449390803,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,4,2010,WD,Abnorml,15.272393891728257,2.5,10.286967630227565,0.673469387755102,0.6517857142857143,0,32,1.0,11.97603664577121
756,160,FV,5.137710644618417,15.596479946560919,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,10.459636543250584,TA,TA,PConc,Gd,TA,No,ALQ,11.51095939425957,Unf,1.0,9.047888977723783,GasA,Gd,Y,SBrkr,1.0,14.30476647802179,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,8,2008,WD,Normal,15.547218016408177,2.5,1.0,0.668596881959911,0.7379032258064516,0,9,1.0,12.097378802727306
757,60,RL,6.831327892742091,21.696835685044267,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.337416044520737,Gd,TA,PConc,Gd,TA,Av,LwQ,6.559490358416789,ALQ,6.80273872401839,13.641081179098602,GasA,Ex,Y,SBrkr,1.0,15.932067344439,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,12.339778687893531,TA,TA,Y,1.0,1.0,11,2007,WD,Normal,17.333334093460486,2.5,10.178050664421775,0.6575733956871915,0.09104704097116843,0,12,1.0,12.577639650232573
758,20,RL,6.968980585391403,20.50142835308321,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,11.792672918963946,Unf,1.0,9.622253717854797,GasA,Ex,Y,SBrkr,1.0,12.718228468762483,2,1,TA,5,Typ,0,No,Detchd,2008.0,Unf,1.0,10.025890350388508,Ex,Ex,Y,1.0,11.00715768738887,10,2009,WD,Normal,14.730882561077351,1.0,1.0,0.5,0.7083333333333334,0,50,1.0,11.755879486687116
759,30,RM,6.684506656824126,19.443482946415127,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,Mn,LwQ,10.746321106905897,Unf,1.0,12.296440966040455,GasA,TA,Y,SBrkr,1.0,13.881245932333973,2,1,Fa,5,Min1,0,No,Detchd,1965.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,15.821721294540218,1.0,1.0,0.5318887980376125,0.3537117903930131,26,59,0.0,11.51293546492023
760,60,FV,7.02174235239564,20.29863315203156,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,Mn,GLQ,5.137710644618417,Unf,1.0,12.267216541031873,GasA,Ex,Y,SBrkr,1.0,14.39534064687736,3,1,Gd,7,Typ,0,No,Attchd,2009.0,Unf,2.0,11.801205632825267,TA,TA,Y,1.0,1.0,6,2010,Con,Normal,15.628503369967703,2.5,9.253528702007328,0.6717325227963525,0.031746031746031744,0,1,1.0,12.279327754099118
761,60,RL,7.268453117386751,20.64161013778843,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,12.042891469528286,Gd,TA,PConc,Gd,TA,Mn,GLQ,13.555471208014954,Unf,1.0,7.426512698054021,GasA,Ex,Y,SBrkr,1.0,15.713493383965268,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,12.69262258528247,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,17.119906921211534,3.5,10.087756729969003,0.653856787392867,0.9289137380191693,0,10,1.0,12.727841176689147
762,120,RL,5.492017742920502,20.691138698287737,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,1.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,10.934165447113983,GLQ,13.28212806108674,1.0,GasA,Ex,Y,SBrkr,1.0,14.290777357050557,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2.0,11.17425270756814,TA,TA,Y,1.0,1.0,4,2006,WD,Normal,16.476392893044725,2.5,9.567309925236039,0.5,1.0,1,10,0.0,12.506180941677357
763,20,RL,7.098626104970388,22.42051117615435,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,9.897843946804546,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.298777940587525,GasA,Ex,Y,SBrkr,1.0,14.314724818145063,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,11.706018325891717,TA,TA,Y,1.0,1.0,8,2008,New,Partial,16.494132216889767,2.0,8.799865873444876,0.5013315579227696,0.0,0,0,1.0,12.484208043148733
764,60,RL,7.221213632878419,21.038875621639086,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.0533710494211155,TA,TA,CBlock,Gd,TA,No,GLQ,10.678836921467422,Unf,1.0,11.679537594055967,GasA,TA,Y,SBrkr,1.0,14.706022525748383,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2.0,11.251846716454656,TA,TA,Y,1.0,11.272201962485878,3,2010,WD,Normal,16.135143628005743,2.5,11.00715768738887,0.6362286562731997,0.4020408163265306,0,22,1.0,12.188422799337028
765,50,RL,7.098626104970388,21.78015937898658,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,11.991229546699314,Unf,1.0,10.200175163976272,GasA,Ex,Y,SBrkr,1.0,14.769604791841859,4,1,TA,7,Mod,0,No,Attchd,1989.0,Unf,1.0,10.853469377379465,TA,TA,Y,1.0,13.878993133201504,7,2008,WD,Normal,16.182180031992093,3.0,10.721963275481741,0.6403219904866447,0.671414038657172,45,23,0.0,11.982935344196433
766,20,RL,6.968980585391403,20.50142835308321,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.137710644618417,Unf,1.0,14.917112523542027,GasA,Ex,Y,SBrkr,1.0,14.917112523542027,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,10,2006,WD,Normal,17.193856155734885,2.0,8.525112644917748,0.4967532467532468,0.012903225806451613,1,1,0.0,12.28690580994122
767,60,RL,6.2483574728065365,28.465817402957835,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,11.753980379053347,Ex,TA,PConc,Gd,TA,Gd,ALQ,14.131009605852379,Unf,1.0,9.453929696886426,GasA,Ex,Y,SBrkr,1.0,16.787131653668993,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3.0,12.64405894253928,TA,TA,Y,1.0,1.0,6,2010,WD,Normal,18.20241876203342,4.5,12.32899959856553,0.6652465003043213,0.8581818181818182,0,7,1.0,13.195615697878253
768,85,RL,1.0,19.62552082347318,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,Gd,TA,Av,GLQ,12.089833031012313,Unf,1.0,8.787435767854006,GasA,TA,Y,SBrkr,1.0,12.699043042488054,2,1,TA,5,Typ,0,No,Detchd,1983.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,14.709584496453328,2.0,8.020909424392293,0.5,0.7983682983682984,0,27,1.0,11.812296455066814
769,20,RL,6.88741871045203,20.40423262696494,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,Fa,Fa,No,LwQ,12.627707599932261,Unf,1.0,1.0,GasA,TA,Y,FuseF,1.0,13.693811998873134,2,1,TA,6,Typ,0,No,Detchd,1951.0,Unf,2.0,10.69122459677165,TA,TA,Y,1.0,1.0,4,2006,COD,Normal,15.269341772761832,1.0,1.0,0.5933852140077821,1.0,0,55,1.0,11.532737896139919
770,80,RL,7.533131230124546,19.91269803035917,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,TA,TA,Av,ALQ,10.847619122921865,BLQ,8.136865651218368,11.169007130464756,GasA,TA,Y,SBrkr,1.0,13.439563774010223,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2.0,12.038947685692156,TA,TA,Y,1.0,1.0,3,2010,WD,Abnorml,15.40425572967917,2.0,8.39749795772246,0.5205032618825722,0.5335276967930029,0,34,1.0,11.580593459194764
771,20,RL,6.968980585391403,20.93354332429495,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.7304631471189666,TA,TA,CBlock,TA,TA,No,Rec,11.040244790550664,Unf,1.0,11.040244790550664,GasA,Ex,Y,FuseA,1.0,12.867768587390184,2,1,TA,5,Typ,0,No,Attchd,1958.0,RFn,1.0,9.823108115244976,TA,TA,Y,1.0,1.0,7,2007,COD,Normal,14.896887111612605,1.0,1.0,0.5,0.5,0,49,1.0,11.648338835562747
772,20,RL,7.844946025203906,22.31513929485475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.558415980517164,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,15.079819169923036,GasA,Gd,Y,SBrkr,1.0,15.140397821243571,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3.0,12.815587672654802,TA,TA,Y,1.0,1.0,7,2007,New,Partial,17.385863101591344,2.0,10.459636543250584,0.5048618219037871,0.0,0,1,1.0,12.886643575525625
773,120,RM,5.597156711708115,17.878680205167836,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.178050664421775,TA,TA,PConc,Ex,TA,No,GLQ,12.724598476197201,Unf,1.0,10.308253470184335,GasA,Ex,Y,SBrkr,1.0,13.655543339095559,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2.0,10.78846071913494,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,15.77133305482765,3.0,9.576545449247062,0.5,0.7192691029900332,0,11,1.0,11.995357787034976
774,20,RL,7.360099839069417,21.33281295667203,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,9.511219710154148,Gd,TA,PConc,Gd,TA,Av,GLQ,4.858806663498184,Unf,1.0,14.48555093819047,GasA,Ex,Y,SBrkr,1.0,14.52325434838364,3,1,Gd,7,Typ,0,No,Attchd,2005.0,RFn,3.0,12.721415035559403,TA,TA,Y,1.0,1.0,7,2006,New,Partial,16.734412852050287,2.0,9.136453549445715,0.5,0.012391573729863693,1,0,0.0,12.308182383129823
775,20,RL,7.65495044352145,22.04966887161457,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,12.37544729317354,Unf,1.0,7.694190605394483,GasA,TA,Y,SBrkr,1.0,12.812492076604793,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,6,2006,WD,Normal,14.783583113361304,2.0,9.520649910578081,0.5085324232081911,0.8819444444444444,0,32,1.0,11.86710429621008
776,90,RH,6.684506656824126,20.189157677365337,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,10.178050664421775,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,15.213967666552518,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2.0,11.868631091996152,TA,TA,Y,1.0,1.0,10,2007,WD,Normal,15.213967666552518,2.0,1.0,1.0,0,0,30,1.0,11.87757552297847
777,90,RL,7.172972078519893,21.08058615982076,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,7.448232316019433,TA,TA,CBlock,Gd,TA,Gd,GLQ,13.054211355589617,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.136614936437766,2,1,TA,4,Typ,0,No,Attchd,1977.0,Unf,2.0,11.292419534723528,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,15.149872093127607,2.0,1.0,0.5073269327943406,1.0,0,29,1.0,11.813037464800539
778,20,RL,6.7737732204907655,19.94009132890237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.882972919330174,TA,TA,PConc,Gd,Gd,No,Unf,1.0,Unf,1.0,13.734008209055284,GasA,Gd,Y,SBrkr,1.0,13.77141361211901,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2.0,10.72807198077492,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,15.879241282623282,2.0,9.520649910578081,0.5032128514056224,0.0,1,11,0.0,12.07824495582233
779,60,RL,6.831327892742091,19.57343391962117,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,Gd,PConc,Gd,TA,No,ALQ,10.63505597602595,Unf,1.0,10.551935879863963,GasA,Ex,Y,SBrkr,1.0,14.502566911770815,3,1,Gd,7,Typ,0,No,Attchd,1992.0,RFn,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,7,2006,WD,Normal,15.712137678035727,2.5,8.087847117871966,0.678087986463621,0.5085413929040736,0,14,1.0,12.077676615757813
780,20,RL,6.88741871045203,22.888250554596166,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.124716747011943,GasA,Ex,Y,SBrkr,1.0,14.160227391272157,3,1,Gd,6,Typ,0,No,Attchd,2001.0,RFn,2.0,11.762620866392696,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.311839943052732,2.0,5.6477085871174175,0.5029897995075624,0.0,1,7,0.0,12.139403856983334
781,85,RL,1.0,20.50185962777446,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,7.732788372480494,TA,Gd,PConc,Gd,TA,Av,GLQ,13.387900672947353,Unf,1.0,1.0,GasA,Ex,Y,SBrkr,1.0,13.421571705312678,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,11.749651012129235,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,15.492989253483675,2.0,10.272687146328343,0.5029451744449479,1.0,0,31,1.0,12.016732516077072
782,75,RM,5.745132396064701,19.09729727004672,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.303705150821374,GasA,Ex,Y,SBrkr,1.0,14.270696004831407,3,1,TA,9,Typ,1,Gd,No,0,No,0.0,1.0,No,No,Y,1.0,1.0,6,2008,WD,Normal,15.520201951720022,2.0,10.865134788128456,0.6666666666666666,0.0,87,7,0.0,11.759793355371237
783,20,RL,1.0,20.78985823905986,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,9.613173876275447,LwQ,11.868631091996152,11.226205916995328,GasA,TA,Y,SBrkr,1.0,13.972368275687545,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2.0,11.04572336669768,TA,TA,Y,1.0,1.0,9,2009,WD,Normal,16.159336608329,2.0,9.070314193798698,0.49447310243183495,0.642128279883382,0,42,1.0,11.992266613576142
784,50,RM,6.684506656824126,21.18234699371091,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,PConc,Fa,TA,No,LwQ,12.09371324431321,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.593810476913815,4,1,TA,7,Typ,0,No,Detchd,1961.0,Unf,1.0,10.812268655479881,TA,TA,Y,1.0,13.645908720595072,6,2010,WD,Normal,15.67671714394248,3.0,9.059125775508376,0.7065868263473054,1.0,35,60,0.0,11.842236406331555
785,60,RL,7.1236810031695965,20.93039772793666,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,11.975159821976275,Unf,1.0,10.025890350388508,GasA,Ex,Y,SBrkr,1.0,15.311843849274037,4,1,Gd,8,Typ,0,No,BuiltIn,2004.0,RFn,2.0,11.818200540040053,TA,TA,Y,1.0,1.0,1,2010,WD,Normal,16.53375400865444,3.5,6.172534928709971,0.6855263157894737,0.6861924686192469,0,6,1.0,12.358798024384122
